r,c,ndvi
0.0,0.0,0.687
0.0,1.0,0.684
0.0,2.0,0.65
0.0,3.0,0.648
0.0,4.0,0.703
0.0,5.0,0.546
0.0,6.0,0.697
0.0,7.0,0.721
0.0,8.0,0.691
0.0,9.0,0.584
0.0,10.0,0.643
0.0,11.0,0.658
0.0,12.0,0.664
0.0,13.0,0.522
0.0,14.0,0.727
0.0,15.0,0.621
0.0,16.0,0.573
0.0,17.0,0.437
0.0,18.0,0.656
0.0,19.0,0.635
0.0,20.0,0.454
0.0,21.0,0.559
0.0,22.0,0.709
0.0,23.0,0.525
0.0,24.0,0.457
0.0,25.0,0.469
0.0,26.0,0.516
0.0,27.0,0.482
0.0,28.0,0.455
0.0,29.0,0.36
0.0,30.0,0.393
0.0,31.0,0.379
0.0,32.0,-0.13
0.0,33.0,0.427
0.0,34.0,0.267
0.0,35.0,0.312
0.0,36.0,0.402
0.0,37.0,0.245
0.0,38.0,0.412
0.0,39.0,0.407
0.0,40.0,0.412
0.0,41.0,0.496
0.0,42.0,0.542
0.0,43.0,0.312
0.0,44.0,0.723
0.0,45.0,0.395
0.0,46.0,0.31
0.0,47.0,0.545
0.0,48.0,0.392
0.0,49.0,0.397
0.0,50.0,0.526
0.0,51.0,0.386
0.0,52.0,0.339
0.0,53.0,0.502
0.0,54.0,0.6
0.0,55.0,0.672
0.0,56.0,0.548
0.0,57.0,0.429
0.0,58.0,0.417
0.0,59.0,0.585
1.0,0.0,0.746
1.0,1.0,0.603
1.0,2.0,0.58
1.0,3.0,0.649
1.0,4.0,0.72
1.0,5.0,0.629
1.0,6.0,0.503
1.0,7.0,0.585
1.0,8.0,0.676
1.0,9.0,0.699
1.0,10.0,0.751
1.0,11.0,0.469
1.0,12.0,0.622
1.0,13.0,0.691
1.0,14.0,0.672
1.0,15.0,0.622
1.0,16.0,0.533
1.0,17.0,0.459
1.0,18.0,0.343
1.0,19.0,0.69
1.0,20.0,0.509
1.0,21.0,0.632
1.0,22.0,0.64
1.0,23.0,0.578
1.0,24.0,0.655
1.0,25.0,0.616
1.0,26.0,0.288
1.0,27.0,0.536
1.0,28.0,0.388
1.0,29.0,0.427
1.0,30.0,0.463
1.0,31.0,0.334
1.0,32.0,-0.14
1.0,33.0,0.4
1.0,34.0,0.231
1.0,35.0,0.371
1.0,36.0,0.418
1.0,37.0,0.662
1.0,38.0,0.237
1.0,39.0,0.343
1.0,40.0,0.32
1.0,41.0,0.352
1.0,42.0,0.608
1.0,43.0,0.388
1.0,44.0,0.517
1.0,45.0,0.45
1.0,46.0,0.452
1.0,47.0,0.367
1.0,48.0,0.385
1.0,49.0,0.396
1.0,50.0,0.379
1.0,51.0,0.252
1.0,52.0,0.269
1.0,53.0,0.346
1.0,54.0,0.403
1.0,55.0,0.423
1.0,56.0,0.475
1.0,57.0,0.451
1.0,58.0,0.486
1.0,59.0,0.488
2.0,0.0,0.471
2.0,1.0,0.632
2.0,2.0,0.614
2.0,3.0,0.699
2.0,4.0,0.622
2.0,5.0,0.617
2.0,6.0,0.665
2.0,7.0,0.695
2.0,8.0,0.654
2.0,9.0,0.6
2.0,10.0,0.69
2.0,11.0,0.618
2.0,12.0,0.616
2.0,13.0,0.609
2.0,14.0,0.651
2.0,15.0,0.67
2.0,16.0,0.549
2.0,17.0,0.577
2.0,18.0,0.472
2.0,19.0,0.255
2.0,20.0,0.369
2.0,21.0,0.491
2.0,22.0,0.644
2.0,23.0,0.598
2.0,24.0,0.607
2.0,25.0,0.65
2.0,26.0,0.435
2.0,27.0,0.56
2.0,28.0,0.481
2.0,29.0,0.437
2.0,30.0,0.364
2.0,31.0,0.438
2.0,32.0,-0.11
2.0,33.0,0.393
2.0,34.0,0.547
2.0,35.0,0.402
2.0,36.0,0.318
2.0,37.0,0.331
2.0,38.0,0.392
2.0,39.0,0.63
2.0,40.0,0.634
2.0,41.0,0.378
2.0,42.0,0.337
2.0,43.0,0.381
2.0,44.0,0.485
2.0,45.0,0.444
2.0,46.0,0.515
2.0,47.0,0.403
2.0,48.0,0.34
2.0,49.0,0.322
2.0,50.0,0.398
2.0,51.0,0.56
2.0,52.0,0.437
2.0,53.0,0.386
2.0,54.0,0.391
2.0,55.0,0.518
2.0,56.0,0.669
2.0,57.0,0.509
2.0,58.0,0.647
2.0,59.0,0.652
3.0,0.0,0.478
3.0,1.0,0.648
3.0,2.0,0.689
3.0,3.0,0.673
3.0,4.0,0.716
3.0,5.0,0.632
3.0,6.0,0.623
3.0,7.0,0.555
3.0,8.0,0.654
3.0,9.0,0.592
3.0,10.0,0.641
3.0,11.0,0.693
3.0,12.0,0.634
3.0,13.0,0.558
3.0,14.0,0.656
3.0,15.0,0.565
3.0,16.0,0.422
3.0,17.0,0.359
3.0,18.0,0.375
3.0,19.0,0.473
3.0,20.0,0.702
3.0,21.0,0.473
3.0,22.0,0.629
3.0,23.0,0.719
3.0,24.0,0.739
3.0,25.0,0.361
3.0,26.0,0.258
3.0,27.0,0.322
3.0,28.0,0.266
3.0,29.0,0.261
3.0,30.0,0.296
3.0,31.0,-0.087
3.0,32.0,-0.196
3.0,33.0,0.424
3.0,34.0,0.339
3.0,35.0,0.277
3.0,36.0,0.296
3.0,37.0,0.314
3.0,38.0,0.341
3.0,39.0,0.367
3.0,40.0,0.335
3.0,41.0,0.423
3.0,42.0,0.669
3.0,43.0,0.564
3.0,44.0,0.703
3.0,45.0,0.58
3.0,46.0,0.508
3.0,47.0,0.435
3.0,48.0,0.37
3.0,49.0,0.497
3.0,50.0,0.492
3.0,51.0,0.579
3.0,52.0,0.32
3.0,53.0,0.359
3.0,54.0,0.571
3.0,55.0,0.557
3.0,56.0,0.62
3.0,57.0,0.498
3.0,58.0,0.469
3.0,59.0,0.487
4.0,0.0,0.715
4.0,1.0,0.51
4.0,2.0,0.722
4.0,3.0,0.656
4.0,4.0,0.688
4.0,5.0,0.692
4.0,6.0,0.611
4.0,7.0,0.736
4.0,8.0,0.434
4.0,9.0,0.611
4.0,10.0,0.666
4.0,11.0,0.658
4.0,12.0,0.677
4.0,13.0,0.641
4.0,14.0,0.595
4.0,15.0,0.52
4.0,16.0,0.457
4.0,17.0,0.483
4.0,18.0,0.599
4.0,19.0,0.481
4.0,20.0,0.23
4.0,21.0,0.424
4.0,22.0,0.742
4.0,23.0,0.562
4.0,24.0,0.703
4.0,25.0,0.657
4.0,26.0,0.234
4.0,27.0,0.639
4.0,28.0,0.226
4.0,29.0,0.334
4.0,30.0,0.295
4.0,31.0,-0.162
4.0,32.0,-0.178
4.0,33.0,0.19
4.0,34.0,0.188
4.0,35.0,0.31
4.0,36.0,0.372
4.0,37.0,0.34
4.0,38.0,0.697
4.0,39.0,0.475
4.0,40.0,0.356
4.0,41.0,0.342
4.0,42.0,0.689
4.0,43.0,0.751
4.0,44.0,0.41
4.0,45.0,0.611
4.0,46.0,0.475
4.0,47.0,0.522
4.0,48.0,0.354
4.0,49.0,0.37
4.0,50.0,0.507
4.0,51.0,0.446
4.0,52.0,0.394
4.0,53.0,0.443
4.0,54.0,0.759
4.0,55.0,0.615
4.0,56.0,0.547
4.0,57.0,0.565
4.0,58.0,0.45
4.0,59.0,0.504
5.0,0.0,0.729
5.0,1.0,0.654
5.0,2.0,0.688
5.0,3.0,0.651
5.0,4.0,0.57
5.0,5.0,0.396
5.0,6.0,0.533
5.0,7.0,0.612
5.0,8.0,0.78
5.0,9.0,0.64
5.0,10.0,0.715
5.0,11.0,0.698
5.0,12.0,0.712
5.0,13.0,0.629
5.0,14.0,0.631
5.0,15.0,0.483
5.0,16.0,0.508
5.0,17.0,0.476
5.0,18.0,0.392
5.0,19.0,0.408
5.0,20.0,0.291
5.0,21.0,0.486
5.0,22.0,0.338
5.0,23.0,0.492
5.0,24.0,0.565
5.0,25.0,0.48
5.0,26.0,0.546
5.0,27.0,0.363
5.0,28.0,0.289
5.0,29.0,0.274
5.0,30.0,0.189
5.0,31.0,-0.181
5.0,32.0,0.542
5.0,33.0,0.204
5.0,34.0,0.419
5.0,35.0,0.449
5.0,36.0,0.288
5.0,37.0,0.33
5.0,38.0,0.341
5.0,39.0,0.485
5.0,40.0,0.309
5.0,41.0,0.477
5.0,42.0,0.415
5.0,43.0,0.768
5.0,44.0,0.692
5.0,45.0,0.369
5.0,46.0,0.448
5.0,47.0,0.451
5.0,48.0,0.431
5.0,49.0,0.523
5.0,50.0,0.375
5.0,51.0,0.482
5.0,52.0,0.472
5.0,53.0,0.421
5.0,54.0,0.586
5.0,55.0,0.648
5.0,56.0,0.525
5.0,57.0,0.552
5.0,58.0,0.455
5.0,59.0,0.516
6.0,0.0,0.706
6.0,1.0,0.65
6.0,2.0,0.634
6.0,3.0,0.636
6.0,4.0,0.618
6.0,5.0,0.476
6.0,6.0,0.678
6.0,7.0,0.663
6.0,8.0,0.682
6.0,9.0,0.67
6.0,10.0,0.632
6.0,11.0,0.769
6.0,12.0,0.648
6.0,13.0,0.696
6.0,14.0,0.716
6.0,15.0,0.68
6.0,16.0,0.646
6.0,17.0,0.664
6.0,18.0,0.664
6.0,19.0,0.371
6.0,20.0,0.497
6.0,21.0,0.656
6.0,22.0,0.719
6.0,23.0,0.543
6.0,24.0,0.753
6.0,25.0,0.486
6.0,26.0,0.391
6.0,27.0,0.261
6.0,28.0,0.333
6.0,29.0,0.282
6.0,30.0,-0.121
6.0,31.0,-0.16
6.0,32.0,0.344
6.0,33.0,0.346
6.0,34.0,0.271
6.0,35.0,0.334
6.0,36.0,0.291
6.0,37.0,0.482
6.0,38.0,0.53
6.0,39.0,0.286
6.0,40.0,0.369
6.0,41.0,0.44
6.0,42.0,0.384
6.0,43.0,0.423
6.0,44.0,0.524
6.0,45.0,0.58
6.0,46.0,0.367
6.0,47.0,0.454
6.0,48.0,0.402
6.0,49.0,0.301
6.0,50.0,0.497
6.0,51.0,0.431
6.0,52.0,0.513
6.0,53.0,0.559
6.0,54.0,0.665
6.0,55.0,0.603
6.0,56.0,0.583
6.0,57.0,0.7
6.0,58.0,0.598
6.0,59.0,0.63
7.0,0.0,0.679
7.0,1.0,0.621
7.0,2.0,0.59
7.0,3.0,0.675
7.0,4.0,0.672
7.0,5.0,0.713
7.0,6.0,0.743
7.0,7.0,0.631
7.0,8.0,0.457
7.0,9.0,0.697
7.0,10.0,0.677
7.0,11.0,0.689
7.0,12.0,0.694
7.0,13.0,0.677
7.0,14.0,0.668
7.0,15.0,0.593
7.0,16.0,0.71
7.0,17.0,0.656
7.0,18.0,0.73
7.0,19.0,0.494
7.0,20.0,0.541
7.0,21.0,0.543
7.0,22.0,0.675
7.0,23.0,0.566
7.0,24.0,0.759
7.0,25.0,0.397
7.0,26.0,0.238
7.0,27.0,0.409
7.0,28.0,0.497
7.0,29.0,0.284
7.0,30.0,-0.143
7.0,31.0,0.356
7.0,32.0,0.364
7.0,33.0,0.259
7.0,34.0,0.277
7.0,35.0,0.286
7.0,36.0,0.276
7.0,37.0,0.284
7.0,38.0,0.277
7.0,39.0,0.361
7.0,40.0,0.373
7.0,41.0,0.452
7.0,42.0,0.37
7.0,43.0,0.329
7.0,44.0,0.314
7.0,45.0,0.327
7.0,46.0,0.553
7.0,47.0,0.477
7.0,48.0,0.488
7.0,49.0,0.581
7.0,50.0,0.437
7.0,51.0,0.576
7.0,52.0,0.529
7.0,53.0,0.507
7.0,54.0,0.674
7.0,55.0,0.661
7.0,56.0,0.601
7.0,57.0,0.519
7.0,58.0,0.722
7.0,59.0,0.581
8.0,0.0,0.641
8.0,1.0,0.649
8.0,2.0,0.635
8.0,3.0,0.689
8.0,4.0,0.677
8.0,5.0,0.727
8.0,6.0,0.711
8.0,7.0,0.692
8.0,8.0,0.63
8.0,9.0,0.751
8.0,10.0,0.748
8.0,11.0,0.657
8.0,12.0,0.62
8.0,13.0,0.606
8.0,14.0,0.743
8.0,15.0,0.586
8.0,16.0,0.728
8.0,17.0,0.601
8.0,18.0,0.668
8.0,19.0,0.755
8.0,20.0,0.768
8.0,21.0,0.45
8.0,22.0,0.354
8.0,23.0,0.32
8.0,24.0,0.489
8.0,25.0,0.382
8.0,26.0,0.404
8.0,27.0,0.594
8.0,28.0,0.37
8.0,29.0,0.263
8.0,30.0,-0.15
8.0,31.0,0.363
8.0,32.0,0.305
8.0,33.0,0.154
8.0,34.0,0.51
8.0,35.0,0.334
8.0,36.0,0.393
8.0,37.0,0.338
8.0,38.0,0.268
8.0,39.0,0.315
8.0,40.0,0.421
8.0,41.0,0.306
8.0,42.0,0.35
8.0,43.0,0.397
8.0,44.0,0.363
8.0,45.0,0.346
8.0,46.0,0.416
8.0,47.0,0.553
8.0,48.0,0.322
8.0,49.0,0.462
8.0,50.0,0.488
8.0,51.0,0.675
8.0,52.0,0.578
8.0,53.0,0.298
8.0,54.0,0.616
8.0,55.0,0.612
8.0,56.0,0.669
8.0,57.0,0.616
8.0,58.0,0.575
8.0,59.0,0.526
9.0,0.0,0.661
9.0,1.0,0.677
9.0,2.0,0.581
9.0,3.0,0.676
9.0,4.0,0.703
9.0,5.0,0.773
9.0,6.0,0.623
9.0,7.0,0.666
9.0,8.0,0.742
9.0,9.0,0.606
9.0,10.0,0.684
9.0,11.0,0.63
9.0,12.0,0.627
9.0,13.0,0.661
9.0,14.0,0.731
9.0,15.0,0.626
9.0,16.0,0.672
9.0,17.0,0.554
9.0,18.0,0.59
9.0,19.0,0.197
9.0,20.0,0.717
9.0,21.0,0.338
9.0,22.0,0.658
9.0,23.0,0.466
9.0,24.0,0.39
9.0,25.0,0.242
9.0,26.0,0.504
9.0,27.0,0.365
9.0,28.0,0.258
9.0,29.0,0.351
9.0,30.0,-0.143
9.0,31.0,0.398
9.0,32.0,0.346
9.0,33.0,0.453
9.0,34.0,0.344
9.0,35.0,0.229
9.0,36.0,0.329
9.0,37.0,0.305
9.0,38.0,0.531
9.0,39.0,0.388
9.0,40.0,0.35
9.0,41.0,0.331
9.0,42.0,0.439
9.0,43.0,0.334
9.0,44.0,0.473
9.0,45.0,0.432
9.0,46.0,0.458
9.0,47.0,0.506
9.0,48.0,0.144
9.0,49.0,0.519
9.0,50.0,0.652
9.0,51.0,0.708
9.0,52.0,0.696
9.0,53.0,0.657
9.0,54.0,0.72
9.0,55.0,0.675
9.0,56.0,0.449
9.0,57.0,0.605
9.0,58.0,0.644
9.0,59.0,0.6
10.0,0.0,0.663
10.0,1.0,0.621
10.0,2.0,0.513
10.0,3.0,0.699
10.0,4.0,0.68
10.0,5.0,0.677
10.0,6.0,0.766
10.0,7.0,0.718
10.0,8.0,0.648
10.0,9.0,0.756
10.0,10.0,0.569
10.0,11.0,0.732
10.0,12.0,0.605
10.0,13.0,0.615
10.0,14.0,0.633
10.0,15.0,0.698
10.0,16.0,0.344
10.0,17.0,0.61
10.0,18.0,0.73
10.0,19.0,0.614
10.0,20.0,0.258
10.0,21.0,0.451
10.0,22.0,0.735
10.0,23.0,0.495
10.0,24.0,0.723
10.0,25.0,0.412
10.0,26.0,0.296
10.0,27.0,0.307
10.0,28.0,0.343
10.0,29.0,0.333
10.0,30.0,-0.121
10.0,31.0,-0.137
10.0,32.0,0.249
10.0,33.0,0.329
10.0,34.0,0.228
10.0,35.0,0.409
10.0,36.0,0.317
10.0,37.0,0.425
10.0,38.0,0.622
10.0,39.0,0.364
10.0,40.0,0.48
10.0,41.0,0.334
10.0,42.0,0.503
10.0,43.0,0.296
10.0,44.0,0.494
10.0,45.0,0.235
10.0,46.0,0.22
10.0,47.0,0.429
10.0,48.0,0.293
10.0,49.0,0.499
10.0,50.0,0.582
10.0,51.0,0.639
10.0,52.0,0.483
10.0,53.0,0.438
10.0,54.0,0.486
10.0,55.0,0.579
10.0,56.0,0.603
10.0,57.0,0.616
10.0,58.0,0.554
10.0,59.0,0.522
11.0,0.0,0.676
11.0,1.0,0.66
11.0,2.0,0.664
11.0,3.0,0.735
11.0,4.0,0.718
11.0,5.0,0.711
11.0,6.0,0.784
11.0,7.0,0.634
11.0,8.0,0.684
11.0,9.0,0.758
11.0,10.0,0.733
11.0,11.0,0.558
11.0,12.0,0.604
11.0,13.0,0.686
11.0,14.0,0.734
11.0,15.0,0.693
11.0,16.0,0.537
11.0,17.0,0.595
11.0,18.0,0.646
11.0,19.0,0.667
11.0,20.0,0.627
11.0,21.0,0.279
11.0,22.0,0.652
11.0,23.0,0.672
11.0,24.0,0.57
11.0,25.0,0.508
11.0,26.0,0.339
11.0,27.0,0.363
11.0,28.0,0.425
11.0,29.0,0.379
11.0,30.0,0.568
11.0,31.0,-0.146
11.0,32.0,0.161
11.0,33.0,0.34
11.0,34.0,0.237
11.0,35.0,0.512
11.0,36.0,0.239
11.0,37.0,0.269
11.0,38.0,0.295
11.0,39.0,0.708
11.0,40.0,0.305
11.0,41.0,0.308
11.0,42.0,0.312
11.0,43.0,0.272
11.0,44.0,0.362
11.0,45.0,0.245
11.0,46.0,0.455
11.0,47.0,0.205
11.0,48.0,0.515
11.0,49.0,0.509
11.0,50.0,0.409
11.0,51.0,0.436
11.0,52.0,0.328
11.0,53.0,0.547
11.0,54.0,0.49
11.0,55.0,0.537
11.0,56.0,0.575
11.0,57.0,0.607
11.0,58.0,0.615
11.0,59.0,0.501
12.0,0.0,0.653
12.0,1.0,0.767
12.0,2.0,0.699
12.0,3.0,0.693
12.0,4.0,0.493
12.0,5.0,0.555
12.0,6.0,0.71
12.0,7.0,0.725
12.0,8.0,0.72
12.0,9.0,0.711
12.0,10.0,0.703
12.0,11.0,0.661
12.0,12.0,0.747
12.0,13.0,0.676
12.0,14.0,0.626
12.0,15.0,0.764
12.0,16.0,0.741
12.0,17.0,0.473
12.0,18.0,0.462
12.0,19.0,0.697
12.0,20.0,0.364
12.0,21.0,0.485
12.0,22.0,0.587
12.0,23.0,0.671
12.0,24.0,0.63
12.0,25.0,0.7
12.0,26.0,0.519
12.0,27.0,0.545
12.0,28.0,0.292
12.0,29.0,0.324
12.0,30.0,0.253
12.0,31.0,-0.187
12.0,32.0,0.465
12.0,33.0,0.234
12.0,34.0,0.324
12.0,35.0,0.244
12.0,36.0,0.275
12.0,37.0,0.277
12.0,38.0,0.414
12.0,39.0,0.561
12.0,40.0,0.51
12.0,41.0,0.334
12.0,42.0,0.417
12.0,43.0,0.412
12.0,44.0,0.133
12.0,45.0,0.695
12.0,46.0,0.302
12.0,47.0,0.159
12.0,48.0,0.166
12.0,49.0,0.339
12.0,50.0,0.324
12.0,51.0,0.42
12.0,52.0,0.247
12.0,53.0,0.579
12.0,54.0,0.645
12.0,55.0,0.584
12.0,56.0,0.604
12.0,57.0,0.497
12.0,58.0,0.541
12.0,59.0,0.578
13.0,0.0,0.631
13.0,1.0,0.653
13.0,2.0,0.529
13.0,3.0,0.502
13.0,4.0,0.539
13.0,5.0,0.694
13.0,6.0,0.655
13.0,7.0,0.738
13.0,8.0,0.652
13.0,9.0,0.615
13.0,10.0,0.748
13.0,11.0,0.763
13.0,12.0,0.592
13.0,13.0,0.608
13.0,14.0,0.703
13.0,15.0,0.622
13.0,16.0,0.614
13.0,17.0,0.699
13.0,18.0,0.65
13.0,19.0,0.573
13.0,20.0,0.323
13.0,21.0,0.793
13.0,22.0,0.742
13.0,23.0,0.73
13.0,24.0,0.416
13.0,25.0,0.484
13.0,26.0,0.692
13.0,27.0,0.7
13.0,28.0,0.575
13.0,29.0,0.344
13.0,30.0,0.232
13.0,31.0,-0.145
13.0,32.0,-0.172
13.0,33.0,0.232
13.0,34.0,0.238
13.0,35.0,0.229
13.0,36.0,0.358
13.0,37.0,0.254
13.0,38.0,0.59
13.0,39.0,0.29
13.0,40.0,0.378
13.0,41.0,0.268
13.0,42.0,0.245
13.0,43.0,0.475
13.0,44.0,0.513
13.0,45.0,0.46
13.0,46.0,0.286
13.0,47.0,0.321
13.0,48.0,0.409
13.0,49.0,0.575
13.0,50.0,0.29
13.0,51.0,0.203
13.0,52.0,0.308
13.0,53.0,0.277
13.0,54.0,0.46
13.0,55.0,0.456
13.0,56.0,0.444
13.0,57.0,0.495
13.0,58.0,0.641
13.0,59.0,0.549
14.0,0.0,0.721
14.0,1.0,0.549
14.0,2.0,0.687
14.0,3.0,0.604
14.0,4.0,0.691
14.0,5.0,0.578
14.0,6.0,0.606
14.0,7.0,0.677
14.0,8.0,0.505
14.0,9.0,0.665
14.0,10.0,0.684
14.0,11.0,0.702
14.0,12.0,0.688
14.0,13.0,0.652
14.0,14.0,0.706
14.0,15.0,0.558
14.0,16.0,0.72
14.0,17.0,0.636
14.0,18.0,0.4
14.0,19.0,0.459
14.0,20.0,0.7
14.0,21.0,0.429
14.0,22.0,0.497
14.0,23.0,0.665
14.0,24.0,0.569
14.0,25.0,0.493
14.0,26.0,0.298
14.0,27.0,0.378
14.0,28.0,0.202
14.0,29.0,0.391
14.0,30.0,0.329
14.0,31.0,0.345
14.0,32.0,-0.156
14.0,33.0,0.385
14.0,34.0,0.49
14.0,35.0,0.231
14.0,36.0,0.495
14.0,37.0,0.33
14.0,38.0,0.388
14.0,39.0,0.442
14.0,40.0,0.26
14.0,41.0,0.736
14.0,42.0,0.34
14.0,43.0,0.325
14.0,44.0,0.307
14.0,45.0,0.217
14.0,46.0,0.258
14.0,47.0,0.323
14.0,48.0,0.474
14.0,49.0,0.379
14.0,50.0,0.648
14.0,51.0,0.504
14.0,52.0,0.303
14.0,53.0,0.521
14.0,54.0,0.467
14.0,55.0,0.492
14.0,56.0,0.422
14.0,57.0,0.318
14.0,58.0,0.502
14.0,59.0,0.457
15.0,0.0,0.748
15.0,1.0,0.648
15.0,2.0,0.728
15.0,3.0,0.636
15.0,4.0,0.771
15.0,5.0,0.71
15.0,6.0,0.77
15.0,7.0,0.62
15.0,8.0,0.527
15.0,9.0,0.669
15.0,10.0,0.6
15.0,11.0,0.541
15.0,12.0,0.507
15.0,13.0,0.767
15.0,14.0,0.636
15.0,15.0,0.607
15.0,16.0,0.748
15.0,17.0,0.613
15.0,18.0,0.48
15.0,19.0,0.49
15.0,20.0,0.759
15.0,21.0,0.691
15.0,22.0,0.592
15.0,23.0,0.535
15.0,24.0,0.395
15.0,25.0,0.278
15.0,26.0,0.44
15.0,27.0,0.313
